userid,book,chapter,tstamp
user1,Numbers,19,2019-05-01 12:30:00
user1,Numbers,19,2019-05-01 12:30:00
user1,Numbers,20,2019-05-01 12:30:00
user1,Numbers,20,2019-05-01 12:30:00
user1,Numbers,20,2019-05-01 12:30:00
user1,Numbers,20,2019-05-01 12:30:00
user1,Numbers,21,2019-05-01 12:30:00
user1,Numbers,21,2019-05-01 12:30:00
user1,Numbers,21,2019-05-01 12:30:00
user1,Numbers,22,2019-05-01 12:30:00
user1,Numbers,22,2019-05-01 12:30:00
user1,Numbers,22,2019-05-01 12:30:00
user1,Numbers,22,2019-05-01 12:30:00
user1,Numbers,22,2019-05-01 12:30:00
user1,Numbers,23,2019-05-01 12:30:00
user1,Numbers,24,2019-05-01 12:30:00
user1,Numbers,24,2019-05-01 12:30:00
user1,Numbers,24,2019-05-01 12:30:00
user1,Numbers,24,2019-05-01 12:30:00
user1,Numbers,25,2019-05-01 12:30:00
user1,Numbers,25,2019-05-01 12:30:00
user1,Numbers,25,2019-05-01 12:30:00
user1,Numbers,26,2019-05-01 12:30:00
user1,Numbers,26,2019-05-01 12:30:00
user1,Numbers,26,2019-05-01 12:30:00
user1,Numbers,26,2019-05-01 12:30:00
user1,Numbers,27,2019-05-01 12:30:00
user1,Numbers,27,2019-05-01 12:30:00
user1,Numbers,28,2019-05-01 12:30:00
user1,Numbers,28,2019-05-01 12:30:00
user1,Numbers,29,2019-05-01 12:30:00
user1,Numbers,30,2019-05-01 12:30:00
user1,Numbers,30,2019-05-01 12:30:00
user1,Numbers,31,2019-05-01 12:30:00
user1,Numbers,31,2019-05-01 12:30:00
user1,Numbers,31,2019-05-01 12:30:00
user1,Numbers,31,2019-05-01 12:30:00
user1,Numbers,31,2019-05-01 12:30:00
user1,Numbers,32,2019-05-01 12:30:00
user1,Numbers,32,2019-05-01 12:30:00
user1,Numbers,32,2019-05-01 12:30:00
user1,Numbers,33,2019-05-01 12:30:00
user1,Numbers,33,2019-05-01 12:30:00
user1,Numbers,33,2019-05-01 12:30:00
user1,Numbers,34,2019-05-01 12:30:00
user1,Numbers,34,2019-05-01 12:30:00
user1,Numbers,34,2019-05-01 12:30:00
user1,Numbers,35,2019-05-01 12:30:00
user1,Numbers,35,2019-05-01 12:30:00
user1,Numbers,35,2019-05-01 12:30:00
user1,Numbers,35,2019-05-01 12:30:00
user1,Numbers,36,2019-05-01 12:30:00
user1,Numbers,36,2019-05-01 12:30:00
user1,Numbers,36,2019-05-01 12:30:00
user1,Deuteronomy,1,2019-05-01 12:30:00
user1,Deuteronomy,1,2019-05-01 12:30:00
user1,Deuteronomy,1,2019-05-01 12:30:00
user1,Deuteronomy,2,2019-05-01 12:30:00
user1,Deuteronomy,2,2019-05-01 12:30:00
user1,Deuteronomy,3,2019-05-01 12:30:00
user1,Deuteronomy,3,2019-05-01 12:30:00
user1,Deuteronomy,3,2019-05-01 12:30:00
user1,Deuteronomy,3,2019-05-01 12:30:00
user1,Deuteronomy,4,2019-05-01 12:30:00
user1,Deuteronomy,4,2019-05-01 12:30:00
user1,Deuteronomy,4,2019-05-01 12:30:00
user1,Deuteronomy,4,2019-05-01 12:30:00
user1,Deuteronomy,4,2019-05-01 12:30:00
user1,Deuteronomy,5,2019-05-01 12:30:00
user1,Deuteronomy,5,2019-05-01 12:30:00
user1,Deuteronomy,5,2019-05-01 12:30:00
user1,Deuteronomy,6,2019-05-01 12:30:00
user1,Deuteronomy,6,2019-05-01 12:30:00
user1,Deuteronomy,6,2019-05-01 12:30:00
user1,Deuteronomy,6,2019-05-01 12:30:00
user1,Deuteronomy,7,2019-05-01 12:30:00
user1,Deuteronomy,7,2019-05-01 12:30:00
user1,Deuteronomy,7,2019-05-01 12:30:00
user1,Deuteronomy,8,2019-05-01 12:30:00
user1,Deuteronomy,8,2019-05-01 12:30:00
user1,Deuteronomy,9,2019-05-01 12:30:00
user1,Deuteronomy,9,2019-05-01 12:30:00
user1,Deuteronomy,9,2019-05-01 12:30:00
user1,Deuteronomy,10,2019-05-01 12:30:00
user1,Deuteronomy,10,2019-05-01 12:30:00
user1,Deuteronomy,10,2019-05-01 12:30:00
user1,Deuteronomy,11,2019-05-01 12:30:00
user1,Deuteronomy,11,2019-05-01 12:30:00
user1,Deuteronomy,12,2019-05-01 12:30:00
user1,Deuteronomy,12,2019-05-01 12:30:00
user1,Deuteronomy,12,2019-05-01 12:30:00
user1,Deuteronomy,13,2019-05-01 12:30:00
user1,Deuteronomy,13,2019-05-01 12:30:00
user1,Deuteronomy,13,2019-05-01 12:30:00
user1,Deuteronomy,13,2019-05-01 12:30:00
user1,Deuteronomy,14,2019-05-01 12:30:00
user1,Deuteronomy,14,2019-05-01 12:30:00
user1,Deuteronomy,15,2019-05-01 12:30:00
user1,Deuteronomy,15,2019-05-01 12:30:00
user1,Deuteronomy,16,2019-05-01 12:30:00
user1,Deuteronomy,16,2019-05-01 12:30:00
user1,Deuteronomy,17,2019-05-01 12:30:00
user1,Deuteronomy,17,2019-05-01 12:30:00
user1,Deuteronomy,17,2019-05-01 12:30:00
user1,Deuteronomy,18,2019-05-01 12:30:00
user1,Deuteronomy,18,2019-05-01 12:30:00
user1,Deuteronomy,18,2019-05-01 12:30:00
user1,Deuteronomy,18,2019-05-01 12:30:00
user1,Deuteronomy,19,2019-05-01 12:30:00
user1,Deuteronomy,19,2019-05-01 12:30:00
user1,Deuteronomy,19,2019-05-01 12:30:00
user1,Deuteronomy,20,2019-05-01 12:30:00
user1,Deuteronomy,21,2019-05-01 12:30:00
user1,Deuteronomy,22,2019-05-01 12:30:00
user1,Deuteronomy,22,2019-05-01 12:30:00
user1,Deuteronomy,22,2019-05-01 12:30:00
user1,Deuteronomy,22,2019-05-01 12:30:00
user1,Deuteronomy,23,2019-05-01 12:30:00
user1,Deuteronomy,23,2019-05-01 12:30:00
user1,Deuteronomy,23,2019-05-01 12:30:00
user1,Deuteronomy,23,2019-05-01 12:30:00
user1,Deuteronomy,23,2019-05-01 12:30:00
user1,Deuteronomy,24,2019-05-01 12:30:00
user1,Deuteronomy,24,2019-05-01 12:30:00
user1,Deuteronomy,24,2019-05-01 12:30:00
user1,Deuteronomy,25,2019-05-01 12:30:00
user1,Deuteronomy,25,2019-05-01 12:30:00
user1,Deuteronomy,25,2019-05-01 12:30:00
user1,Deuteronomy,26,2019-05-01 12:30:00
user1,Deuteronomy,26,2019-05-01 12:30:00
user1,Deuteronomy,26,2019-05-01 12:30:00
user1,Deuteronomy,27,2019-05-01 12:30:00
user1,Deuteronomy,28,2019-05-01 12:30:00
user1,Deuteronomy,28,2019-05-01 12:30:00
user1,Deuteronomy,28,2019-05-01 12:30:00
user1,Deuteronomy,29,2019-05-01 12:30:00
user1,Deuteronomy,29,2019-05-01 12:30:00
user1,Deuteronomy,29,2019-05-01 12:30:00
user1,Deuteronomy,29,2019-05-01 12:30:00
user1,Deuteronomy,30,2019-05-01 12:30:00
user1,Deuteronomy,30,2019-05-01 12:30:00
user1,Deuteronomy,30,2019-05-01 12:30:00
user1,Deuteronomy,33,2019-05-01 12:30:00
user1,Deuteronomy,33,2019-05-01 12:30:00
user1,Deuteronomy,34,2019-05-01 12:30:00
user1,Deuteronomy,34,2019-05-01 12:30:00
user1,Ruth,1,2019-05-01 12:30:00
user1,Ruth,1,2019-05-01 12:30:00
user1,Ruth,1,2019-05-01 12:30:00
user1,Ruth,2,2019-05-01 12:30:00
user1,Ruth,2,2019-05-01 12:30:00
user1,Ruth,3,2019-05-01 12:30:00
user1,Ruth,3,2019-05-01 12:30:00
user1,Ruth,3,2019-05-01 12:30:00
user1,Ruth,3,2019-05-01 12:30:00
user1,Ruth,3,2019-05-01 12:30:00
user1,Ruth,4,2019-05-01 12:30:00
user1,Ruth,4,2019-05-01 12:30:00
user1,Ruth,4,2019-05-01 12:30:00
user1,Ruth,4,2019-05-01 12:30:00
user1,1 Samuel,1,2019-05-01 12:30:00
user1,1 Samuel,1,2019-05-01 12:30:00
user1,1 Samuel,2,2019-05-01 12:30:00
user1,1 Samuel,2,2019-05-01 12:30:00
user1,1 Samuel,2,2019-05-01 12:30:00
user1,1 Samuel,2,2019-05-01 12:30:00
user1,1 Samuel,3,2019-05-01 12:30:00
user1,1 Samuel,3,2019-05-01 12:30:00
user1,1 Samuel,3,2019-05-01 12:30:00
user1,1 Samuel,4,2019-05-01 12:30:00
user1,1 Samuel,4,2019-05-01 12:30:00
user1,1 Samuel,4,2019-05-01 12:30:00
user1,1 Samuel,5,2019-05-01 12:30:00
user1,1 Samuel,5,2019-05-01 12:30:00
user1,1 Samuel,6,2019-05-01 12:30:00
user1,1 Samuel,7,2019-05-01 12:30:00
user1,1 Samuel,7,2019-05-01 12:30:00
user1,1 Samuel,8,2019-05-01 12:30:00
user1,1 Samuel,9,2019-05-01 12:30:00
user1,1 Samuel,9,2019-05-01 12:30:00
user1,1 Samuel,9,2019-05-01 12:30:00
user1,1 Samuel,9,2019-05-01 12:30:00
user1,1 Samuel,10,2019-05-01 12:30:00
user1,1 Samuel,10,2019-05-01 12:30:00
user1,1 Samuel,10,2019-05-01 12:30:00
user1,1 Samuel,10,2019-05-01 12:30:00
user1,1 Samuel,11,2019-05-01 12:30:00
user1,1 Samuel,11,2019-05-01 12:30:00
user1,1 Samuel,12,2019-05-01 12:30:00
user1,1 Samuel,12,2019-05-01 12:30:00
user1,1 Samuel,13,2019-05-01 12:30:00
user1,1 Samuel,13,2019-05-01 12:30:00
user1,1 Samuel,13,2019-05-01 12:30:00
user1,1 Samuel,14,2019-05-01 12:30:00
user1,1 Samuel,14,2019-05-01 12:30:00
user1,1 Samuel,14,2019-05-01 12:30:00
user1,1 Samuel,15,2019-05-01 12:30:00
user1,1 Samuel,15,2019-05-01 12:30:00
user1,1 Samuel,15,2019-05-01 12:30:00
user1,1 Samuel,16,2019-05-01 12:30:00
user1,1 Samuel,16,2019-05-01 12:30:00
user1,1 Samuel,16,2019-05-01 12:30:00
user1,1 Samuel,16,2019-05-01 12:30:00
user1,1 Samuel,17,2019-05-01 12:30:00
user1,1 Samuel,17,2019-05-01 12:30:00
user1,1 Samuel,18,2019-05-01 12:30:00
user1,1 Samuel,18,2019-05-01 12:30:00
user1,1 Samuel,18,2019-05-01 12:30:00
user1,1 Samuel,19,2019-05-01 12:30:00
user1,1 Samuel,19,2019-05-01 12:30:00
user1,1 Samuel,20,2019-05-01 12:30:00
user1,1 Samuel,20,2019-05-01 12:30:00
user1,1 Samuel,20,2019-05-01 12:30:00
user1,1 Samuel,21,2019-05-01 12:30:00
user1,1 Samuel,21,2019-05-01 12:30:00
user1,1 Samuel,22,2019-05-01 12:30:00
user1,1 Samuel,22,2019-05-01 12:30:00
user1,1 Samuel,23,2019-05-01 12:30:00
user1,1 Samuel,23,2019-05-01 12:30:00
user1,1 Samuel,23,2019-05-01 12:30:00
user1,1 Samuel,23,2019-05-01 12:30:00
user1,1 Samuel,24,2019-05-01 12:30:00
user1,1 Samuel,24,2019-05-01 12:30:00
user1,1 Samuel,24,2019-05-01 12:30:00
user1,1 Samuel,24,2019-05-01 12:30:00
user1,1 Samuel,25,2019-05-01 12:30:00
user1,1 Samuel,25,2019-05-01 12:30:00
user1,1 Samuel,25,2019-05-01 12:30:00
user1,1 Samuel,26,2019-05-01 12:30:00
user1,1 Samuel,26,2019-05-01 12:30:00
user1,1 Samuel,27,2019-05-01 12:30:00
user1,1 Samuel,27,2019-05-01 12:30:00
user1,1 Samuel,28,2019-05-01 12:30:00
user1,1 Samuel,28,2019-05-01 12:30:00
user1,1 Samuel,28,2019-05-01 12:30:00
user1,1 Samuel,28,2019-05-01 12:30:00
user1,1 Samuel,29,2019-05-01 12:30:00
user1,1 Samuel,29,2019-05-01 12:30:00
user1,1 Samuel,30,2019-05-01 12:30:00
user1,1 Samuel,31,2019-05-01 12:30:00
user1,1 Samuel,31,2019-05-01 12:30:00
user1,2 Samuel,1,2019-05-01 12:30:00
user1,2 Samuel,1,2019-05-01 12:30:00
user1,2 Samuel,2,2019-05-01 12:30:00
user1,2 Samuel,2,2019-05-01 12:30:00
user1,2 Samuel,2,2019-05-01 12:30:00
user1,2 Samuel,3,2019-05-01 12:30:00
user1,2 Samuel,3,2019-05-01 12:30:00
user1,2 Samuel,3,2019-05-01 12:30:00
user1,2 Samuel,4,2019-05-01 12:30:00
user1,2 Samuel,4,2019-05-01 12:30:00
user1,2 Samuel,4,2019-05-01 12:30:00
user1,2 Samuel,5,2019-05-01 12:30:00
user1,2 Samuel,5,2019-05-01 12:30:00
user1,2 Samuel,5,2019-05-01 12:30:00
user1,2 Samuel,6,2019-05-01 12:30:00
user1,2 Samuel,6,2019-05-01 12:30:00
user1,2 Samuel,6,2019-05-01 12:30:00
user1,2 Samuel,7,2019-05-01 12:30:00
user1,2 Samuel,7,2019-05-01 12:30:00
user1,2 Samuel,7,2019-05-01 12:30:00
user1,2 Samuel,8,2019-05-01 12:30:00
user1,2 Samuel,8,2019-05-01 12:30:00
user1,2 Samuel,9,2019-05-01 12:30:00
user1,2 Samuel,10,2019-05-01 12:30:00
user1,2 Samuel,10,2019-05-01 12:30:00
user1,2 Samuel,10,2019-05-01 12:30:00
user1,2 Samuel,11,2019-05-01 12:30:00
user1,2 Samuel,11,2019-05-01 12:30:00
user1,2 Samuel,11,2019-05-01 12:30:00
user1,2 Samuel,11,2019-05-01 12:30:00
user1,2 Samuel,12,2019-05-01 12:30:00
user1,2 Samuel,12,2019-05-01 12:30:00
user1,2 Samuel,12,2019-05-01 12:30:00
user1,2 Samuel,13,2019-05-01 12:30:00
user1,2 Samuel,13,2019-05-01 12:30:00
user1,2 Samuel,14,2019-05-01 12:30:00
user1,2 Samuel,14,2019-05-01 12:30:00
user1,2 Samuel,14,2019-05-01 12:30:00
user1,2 Samuel,14,2019-05-01 12:30:00
user1,2 Samuel,14,2019-05-01 12:30:00
user1,2 Samuel,15,2019-05-01 12:30:00
user1,2 Samuel,15,2019-05-01 12:30:00
user1,2 Samuel,15,2019-05-01 12:30:00
user1,2 Samuel,15,2019-05-01 12:30:00
user1,2 Samuel,15,2019-05-01 12:30:00
user1,2 Samuel,16,2019-05-01 12:30:00
user1,2 Samuel,16,2019-05-01 12:30:00
user1,2 Samuel,16,2019-05-01 12:30:00
user1,2 Samuel,17,2019-05-01 12:30:00
user1,2 Samuel,17,2019-05-01 12:30:00
user1,2 Samuel,18,2019-05-01 12:30:00
user1,2 Samuel,18,2019-05-01 12:30:00
user1,2 Samuel,19,2019-05-01 12:30:00
user1,2 Samuel,19,2019-05-01 12:30:00
user1,2 Samuel,19,2019-05-01 12:30:00
user1,2 Samuel,19,2019-05-01 12:30:00
user1,2 Samuel,20,2019-05-01 12:30:00
user1,2 Samuel,20,2019-05-01 12:30:00
user1,2 Samuel,20,2019-05-01 12:30:00
user1,2 Samuel,21,2019-05-01 12:30:00
user1,2 Samuel,21,2019-05-01 12:30:00
user1,2 Samuel,21,2019-05-01 12:30:00
user1,2 Samuel,22,2019-05-01 12:30:00
user1,2 Samuel,22,2019-05-01 12:30:00
user1,2 Samuel,22,2019-05-01 12:30:00
user1,2 Samuel,22,2019-05-01 12:30:00
user1,2 Samuel,23,2019-05-01 12:30:00
user1,2 Samuel,23,2019-05-01 12:30:00
user1,2 Samuel,23,2019-05-01 12:30:00
user1,2 Samuel,24,2019-05-01 12:30:00
user1,1 Kings,1,2019-05-01 12:30:00
user1,1 Kings,1,2019-05-01 12:30:00
user1,1 Kings,1,2019-05-01 12:30:00
user1,1 Kings,2,2019-05-01 12:30:00
user1,1 Kings,2,2019-05-01 12:30:00
user1,1 Kings,2,2019-05-01 12:30:00
user1,1 Kings,2,2019-05-01 12:30:00
user1,1 Kings,2,2019-05-01 12:30:00
user1,1 Kings,3,2019-05-01 12:30:00
user1,1 Kings,3,2019-05-01 12:30:00
user1,1 Kings,3,2019-05-01 12:30:00
user1,1 Kings,3,2019-05-01 12:30:00
user1,1 Kings,4,2019-05-01 12:30:00
user1,1 Kings,4,2019-05-01 12:30:00
user1,1 Kings,4,2019-05-01 12:30:00
user1,1 Kings,4,2019-05-01 12:30:00
user1,1 Kings,5,2019-05-01 12:30:00
user1,1 Kings,5,2019-05-01 12:30:00
user1,1 Kings,6,2019-05-01 12:30:00
user1,1 Kings,6,2019-05-01 12:30:00
user1,1 Kings,6,2019-05-01 12:30:00
user1,1 Kings,6,2019-05-01 12:30:00
user1,1 Kings,7,2019-05-01 12:30:00
user1,1 Kings,8,2019-05-01 12:30:00
user1,1 Kings,8,2019-05-01 12:30:00
user1,1 Kings,8,2019-05-01 12:30:00
user1,1 Kings,9,2019-05-01 12:30:00
user1,1 Kings,9,2019-05-01 12:30:00
user1,1 Kings,9,2019-05-01 12:30:00
user1,1 Kings,10,2019-05-01 12:30:00
user1,1 Kings,10,2019-05-01 12:30:00
user1,1 Kings,10,2019-05-01 12:30:00
user1,1 Kings,11,2019-05-01 12:30:00
user1,1 Kings,12,2019-05-01 12:30:00
user1,1 Kings,12,2019-05-01 12:30:00
user1,1 Kings,13,2019-05-01 12:30:00
user1,1 Kings,13,2019-05-01 12:30:00
user1,1 Kings,13,2019-05-01 12:30:00
user1,1 Kings,14,2019-05-01 12:30:00
user1,1 Kings,14,2019-05-01 12:30:00
user1,1 Kings,14,2019-05-01 12:30:00
user1,1 Kings,14,2019-05-01 12:30:00
user1,1 Kings,15,2019-05-01 12:30:00
user1,1 Kings,15,2019-05-01 12:30:00
user1,1 Kings,15,2019-05-01 12:30:00
user1,1 Kings,16,2019-05-01 12:30:00
user1,1 Kings,16,2019-05-01 12:30:00
user1,1 Kings,16,2019-05-01 12:30:00
user1,1 Kings,17,2019-05-01 12:30:00
user1,1 Kings,18,2019-05-01 12:30:00
user1,1 Kings,18,2019-05-01 12:30:00
user1,1 Kings,19,2019-05-01 12:30:00
user1,1 Kings,19,2019-05-01 12:30:00
user1,1 Kings,20,2019-05-01 12:30:00
user1,1 Kings,21,2019-05-01 12:30:00
user1,1 Kings,21,2019-05-01 12:30:00
user1,1 Kings,22,2019-05-01 12:30:00
user1,1 Kings,22,2019-05-01 12:30:00
user1,1 Kings,22,2019-05-01 12:30:00
user1,2 Kings,1,2019-05-01 12:30:00
user1,2 Kings,1,2019-05-01 12:30:00
user1,2 Kings,1,2019-05-01 12:30:00
user1,2 Kings,1,2019-05-01 12:30:00
user1,2 Kings,2,2019-05-01 12:30:00
user1,2 Kings,4,2019-05-01 12:30:00
user1,2 Kings,4,2019-05-01 12:30:00
user1,2 Kings,4,2019-05-01 12:30:00
user1,2 Kings,5,2019-05-01 12:30:00
user1,2 Kings,5,2019-05-01 12:30:00
user1,2 Kings,5,2019-05-01 12:30:00
user1,2 Kings,6,2019-05-01 12:30:00
user1,2 Kings,6,2019-05-01 12:30:00
user1,2 Kings,6,2019-05-01 12:30:00
user1,2 Kings,6,2019-05-01 12:30:00
user1,2 Kings,7,2019-05-01 12:30:00
user1,2 Kings,8,2019-05-01 12:30:00
user1,2 Kings,8,2019-05-01 12:30:00
user1,2 Kings,9,2019-05-01 12:30:00
user1,2 Kings,9,2019-05-01 12:30:00
user1,2 Kings,9,2019-05-01 12:30:00
user1,2 Kings,9,2019-05-01 12:30:00
user1,2 Kings,10,2019-05-01 12:30:00
user1,2 Kings,10,2019-05-01 12:30:00
user1,2 Kings,10,2019-05-01 12:30:00
user1,2 Kings,11,2019-05-01 12:30:00
user1,2 Kings,11,2019-05-01 12:30:00
user1,2 Kings,12,2019-05-01 12:30:00
user1,2 Kings,12,2019-05-01 12:30:00
user1,2 Kings,13,2019-05-01 12:30:00
user1,2 Kings,13,2019-05-01 12:30:00
user1,2 Kings,13,2019-05-01 12:30:00
user1,2 Kings,14,2019-05-01 12:30:00
user1,2 Kings,14,2019-05-01 12:30:00
user1,2 Kings,14,2019-05-01 12:30:00
user1,2 Kings,15,2019-05-01 12:30:00
user1,2 Kings,15,2019-05-01 12:30:00
user1,2 Kings,15,2019-05-01 12:30:00
user1,2 Kings,15,2019-05-01 12:30:00
user1,2 Kings,16,2019-05-01 12:30:00
user1,2 Kings,16,2019-05-01 12:30:00
user1,2 Kings,16,2019-05-01 12:30:00
user1,2 Kings,17,2019-05-01 12:30:00
user1,2 Kings,17,2019-05-01 12:30:00
user1,2 Kings,18,2019-05-01 12:30:00
user1,2 Kings,18,2019-05-01 12:30:00
user1,2 Kings,18,2019-05-01 12:30:00
user1,2 Kings,18,2019-05-01 12:30:00
user1,2 Kings,19,2019-05-01 12:30:00
user1,2 Kings,19,2019-05-01 12:30:00
user1,2 Kings,19,2019-05-01 12:30:00
user1,2 Kings,20,2019-05-01 12:30:00
user1,2 Kings,20,2019-05-01 12:30:00
user1,2 Kings,21,2019-05-01 12:30:00
user1,2 Kings,22,2019-05-01 12:30:00
user1,2 Kings,22,2019-05-01 12:30:00
user1,2 Kings,23,2019-05-01 12:30:00
user1,2 Kings,23,2019-05-01 12:30:00
user1,2 Kings,24,2019-05-01 12:30:00
user1,2 Kings,24,2019-05-01 12:30:00
user1,2 Kings,25,2019-05-01 12:30:00
user1,2 Kings,25,2019-05-01 12:30:00
user1,2 Chronicles,1,2019-05-01 12:30:00
user1,2 Chronicles,1,2019-05-01 12:30:00
user1,2 Chronicles,1,2019-05-01 12:30:00
user1,2 Chronicles,1,2019-05-01 12:30:00
user1,2 Chronicles,2,2019-05-01 12:30:00
user1,2 Chronicles,2,2019-05-01 12:30:00
user1,2 Chronicles,2,2019-05-01 12:30:00
user1,2 Chronicles,3,2019-05-01 12:30:00
user1,2 Chronicles,3,2019-05-01 12:30:00
user1,2 Chronicles,3,2019-05-01 12:30:00
user1,2 Chronicles,4,2019-05-01 12:30:00
user1,2 Chronicles,4,2019-05-01 12:30:00
user1,2 Chronicles,4,2019-05-01 12:30:00
user1,2 Chronicles,4,2019-05-01 12:30:00
user1,2 Chronicles,5,2019-05-01 12:30:00
user1,2 Chronicles,5,2019-05-01 12:30:00
user1,2 Chronicles,6,2019-05-01 12:30:00
user1,2 Chronicles,6,2019-05-01 12:30:00
user1,2 Chronicles,6,2019-05-01 12:30:00
user1,2 Chronicles,6,2019-05-01 12:30:00
user1,2 Chronicles,6,2019-05-01 12:30:00
user1,2 Chronicles,7,2019-05-01 12:30:00
user1,2 Chronicles,7,2019-05-01 12:30:00
user1,2 Chronicles,7,2019-05-01 12:30:00
user1,2 Chronicles,8,2019-05-01 12:30:00
user1,2 Chronicles,8,2019-05-01 12:30:00
user1,2 Chronicles,8,2019-05-01 12:30:00
user1,2 Chronicles,9,2019-05-01 12:30:00
user1,2 Chronicles,9,2019-05-01 12:30:00
user1,2 Chronicles,10,2019-05-01 12:30:00
user1,2 Chronicles,10,2019-05-01 12:30:00
user1,2 Chronicles,11,2019-05-01 12:30:00
user1,2 Chronicles,11,2019-05-01 12:30:00
user1,2 Chronicles,11,2019-05-01 12:30:00
user1,2 Chronicles,12,2019-05-01 12:30:00
user1,2 Chronicles,12,2019-05-01 12:30:00
user1,2 Chronicles,12,2019-05-01 12:30:00
user1,2 Chronicles,12,2019-05-01 12:30:00
user1,2 Chronicles,12,2019-05-01 12:30:00
user1,2 Chronicles,13,2019-05-01 12:30:00
user1,2 Chronicles,13,2019-05-01 12:30:00
user1,2 Chronicles,14,2019-05-01 12:30:00
user1,2 Chronicles,14,2019-05-01 12:30:00
user1,2 Chronicles,15,2019-05-01 12:30:00
user1,2 Chronicles,15,2019-05-01 12:30:00
user1,2 Chronicles,15,2019-05-01 12:30:00
user1,2 Chronicles,16,2019-05-01 12:30:00
user1,2 Chronicles,16,2019-05-01 12:30:00
user1,2 Chronicles,16,2019-05-01 12:30:00
user1,2 Chronicles,17,2019-05-01 12:30:00
user1,2 Chronicles,17,2019-05-01 12:30:00
user1,2 Chronicles,17,2019-05-01 12:30:00
user1,2 Chronicles,18,2019-05-01 12:30:00
user1,2 Chronicles,19,2019-05-01 12:30:00
user1,2 Chronicles,19,2019-05-01 12:30:00
user1,2 Chronicles,19,2019-05-01 12:30:00
user1,2 Chronicles,20,2019-05-01 12:30:00
user1,2 Chronicles,20,2019-05-01 12:30:00
user1,2 Chronicles,20,2019-05-01 12:30:00
user1,2 Chronicles,21,2019-05-01 12:30:00
user1,2 Chronicles,21,2019-05-01 12:30:00
user1,2 Chronicles,21,2019-05-01 12:30:00
user1,2 Chronicles,21,2019-05-01 12:30:00
user1,2 Chronicles,22,2019-05-01 12:30:00
user1,2 Chronicles,22,2019-05-01 12:30:00
user1,2 Chronicles,23,2019-05-01 12:30:00
user1,2 Chronicles,23,2019-05-01 12:30:00
user1,2 Chronicles,24,2019-05-01 12:30:00
user1,2 Chronicles,24,2019-05-01 12:30:00
user1,2 Chronicles,25,2019-05-01 12:30:00
user1,2 Chronicles,25,2019-05-01 12:30:00
user1,2 Chronicles,25,2019-05-01 12:30:00
user1,2 Chronicles,25,2019-05-01 12:30:00
user1,2 Chronicles,25,2019-05-01 12:30:00
user1,2 Chronicles,26,2019-05-01 12:30:00
user1,2 Chronicles,26,2019-05-01 12:30:00
user1,2 Chronicles,26,2019-05-01 12:30:00
user1,2 Chronicles,26,2019-05-01 12:30:00
user1,2 Chronicles,27,2019-05-01 12:30:00
user1,2 Chronicles,27,2019-05-01 12:30:00
user1,2 Chronicles,27,2019-05-01 12:30:00
user1,2 Chronicles,28,2019-05-01 12:30:00
